,business_id,relation
107,QnAzW6KMSciUcuJ20oI3Bw,"['food', 'American']"
108,yJr24Yy1K6bt2G9fX3_zPA,"['dish', 'dry']"
109,OOCLVeqqMFfSnKa7liv0Kw,"['lunch', 'quick']"
110,LeBQ8Wc3BK_i_jPSbFpZHA,"['service', 'Friendly']"
111,ke3RFq3mHEAoJE_kkRNhiQ,"['dish', 'same']"
112,E4b5OC_6mZ0V7B6Nyjncsg,"['lunch', 'second']"
113,Exx5ffvnmk4MrTyCkPRuug,"['food', 'Mexican']"
114,RqbSeoeqXTwts5pfhw7nJg,"['service', 'Outstanding']"
115,I4bSn5gXsHuSPu7L-d_8nQ,"['dish', 'great']"
116,cp39VURFby4A6u9m2It8jg,"['food', 'simple']"
117,8o-NLKy_XfbJtqljX9XLCA,"['dish', 'favorite']"
118,xmtKVO7C7KYVqMBe2eQq3A,"['service', 'crappy']"
119,VVeogjZya58oiTxK7qUjAQ,"['lunch', 'late']"
120,x4L42igQPv4TFlqGR2Wthg,"['dinner', 'quiet']"
121,MwaFQkJxzqg8G5_hTip99A,"['service', 'excellent']"
122,WYj43z0qmlKklhcvV75mwQ,"['food', 'Good']"
123,9Y3aQAVITkEJYe5vLZr13w,"['breakfast', 'mediocre']"
124,FeI75xIG8PF_XZ6P80gLBQ,"['drinks', 'couple']"
125,yPJFfglhMHAKciUpjTmgBg,"['food', 'delicious']"
126,vnRwp-LUrxMdJC9je4q9Fw,"['service', 'bad']"
127,uI4YqMarUpchI4I3ZWgOGA,"['drinks', 'other']"
128,8qrICL2tS2Rq7b5gxUdQwQ,"['food', 'Best']"
129,h6jfMpTZpNduLG0wE2tbaw,"['dish', 'noodle']"
130,adKyTJT-RtaTP0krxLyQwQ,"['service', 'good']"
131,R6aazv8FB-6BeanY3ag8kw,"['drinks', 'awesome']"
132,FV0BkoGOd3Yu_eJnXY15ZA,"['dinner', 'quickie']"
133,1NZLxU5WvB5roPFzneAlLw,"['dinner', 'special']"
134,1cTI09YZ3uRPXt3YkznuPg,"['dinner', 'early']"
135,iDYzGVIF1TDWdjHNgNjCVw,"['dinner', 'remaining']"
136,PuHucejs4LG3hSXnrwi9-g,"['food', 'other']"
137,pQ3kRVmttsV1bHxuTf7TAg,"['drinks', 'priced']"
138,hh2lP4_2N-tk_OxmaTf_qA,"['food', 'expensive']"
139,OFiQ34TNKEE5a00Vd8Kwsg,"['meal', 'full']"
140,D1T1jtCfTfXD-cQE3QViow,"['food', 'Great']"
141,s26P-jeVUH9TjnTPQttPag,"['atmosphere', 'social']"
142,-0bUDim5OGuv8R0Qqq6J4A,"['food', 'much']"
143,mn1LFFcQwEpir38_mPYH_g,"['food', 'cheap']"
144,RFMcLH3_58eAwvSfvLhJew,"['food', 'good']"
145,91n02N35x38nvR1XH-jOAw,"['dinner', 'great']"
146,Cr2JNnewX53TYd9w6qw6Jw,"['lunch', 'rather']"
147,PNrOTfMmE0CJFV9YwSLzYw,"['dish', 'veggie']"
148,8Hn5X1AqgmSLHRG2KgBJBg,"['dish', 'deep']"
149,PWG28q4JFOc8FiRBjnfCkA,"['food', 'healthy']"
150,Y-9dJvw-J2d9QKfuL7mKgA,"['dish', 'other']"
151,xWlCgISVtozxCztPA4nGaQ,"['drinks', 'mixed']"
152,MuIXnv7Oq7X3-4aEsp9dDA,"['dish', 'original']"
153,vxPPpj5jJKO8DtapF5S-NQ,"['dish', 'little']"
154,YQvg0JCGRFUkb6reMMf3Iw,"['lunch', 'nice']"
155,7eUFOcfxuXDdrHGVSp3_9A,"['food', 'Fresh']"
156,y6uO4ydAwBHUujfiSktxZg,"['food', 'Excellent']"
157,Gy7ERh2GhmAYMZMO48ztBg,"['dinner', 'buffet-style']"
158,FqzgT9Y-Yu7jiWdHnGW-kQ,"['dish', 'cheese-y']"
159,GqtMJxq5-7Xp1ZXXmahLaA,"['lunch', 'nice']"
160,MXOdsPTLQPsQK9hUq01DWg,"['food', 'frozen']"
161,1621ir5mjVgbHwxCbMAEjg,"['quality', 'highest']"
162,Bc4DoKgrKCtCuN-0O5He3A,"['food', 'certain']"
163,8PYmv83XaJTioz5_A-SVxA,"['taste', 'poor']"
164,eIxSLxzIlfExI6vgAbn2JA,"['food', 'good']"
165,Hf_MFIPi7ZiIWDQodJMzwg,"['service', 'Great']"
166,Tmzzn7JyCoMgeb-IYRNlGQ,"['order', 'special']"
167,l3yL2rQ6PoFBQ06RLczn9w,"['quality', 'sound']"
168,TbaAnzOTX2-boTbAp3e8Qw,"['food', 'Mexican']"
169,E0fZHHInMb6xscHDrPlh4Q,"['quality', 'better']"
170,QIHyWCBG3ftvXbGdHQKdHw,"['service', 'Friendly']"
171,-bd26a1QEEpqUZjBmtBUiQ,"['dish', 'Ethiopian']"
172,3n9mSKySEv3G03YjcU-YOQ,"['drinks', 'couple']"
173,ntN85eu27C04nwyPa8IHtw,"['breakfast', 'good']"
174,glpdHF7XlpUQUs1Jpxv4SQ,"['service', 'awesome']"
175,Lnohr9bpCbHNsomazXDg-w,"['dish', 'baking']"
176,B8ujMtvvpHyEQ2r_QlAT2w,"['dish', 'popular']"
177,kfscAJnLVf6J2uEte7g-5A,"['dish', 'popular']"
178,u9MKnG0PqI8N7ixSfrrTiw,"['food', 'Amazing']"
179,yktWUtKBja_Lzk3wwR6RFA,"['lunch', 'late']"
180,qNoNkF1yJctEs3t40VkX4w,"['food', 'tex-mex']"
181,b9dv7Q0A8XcJ44zzTDJeYw,"['food', 'fast']"
182,eR_vyBCRhMQKhmHbxFkPVw,"['food', 'fast']"
183,-EctXOb3B7T177jGYUhjVA,"['food', 'tasty']"
184,AhpzPZH3b0PGT9mVoLCQDg,"['dish', 'main']"
185,Aicnm12Zped8nQFXyRRFvw,"['food', 'homemade']"
186,ZdQbDVZWDsO-d7q2qW8E3A,"['dish', 'spicy']"
187,9ziO3NpoNTKHvIKCBFB_fQ,"['dinner', 'romantic']"
188,xsSnuGCCJD4OgWnOZ0zB4A,"['food', 'excellent']"
189,732Z5HGLEEBjAgXxfnuXlQ,"['food', 'good']"
190,EGiGWZp_zSqdeftiFQ7MbA,"['dish', 'favorite']"
191,hCtyvahPsEOUb38LKxEQNQ,"['food', 'mediocre']"
192,9OPheVf5o8sRcRHxJDl4-A,"['drinks', 'mixed']"
193,_oQN89kF_d97-cWW0iO8_g,"['dish', 'flat']"
194,XkNQVTkCEzBrq7OlRHI11Q,"['food', 'superb']"
195,ZhMlXLXuZf5z7lxunHk2ww,"['dinner', 'reserved']"
196,0lEp4vISRmOXa8Xz2pWhbw,"['drinks', 'own']"
197,M6fjHpkL9IRI-nI0BattRw,"['lunch', 'Enjoyed']"
198,17DI33J8TkcfzyoiIYLQIw,"['food', 'hot']"
199,jsJxRLGm8zjWm_HVR2FDnw,"['lunch', '$']"
200,eTbtfgUtfewdncgVf2CbWw,"['lunch', 'light']"
201,lVHtVCyFJOqAH0ltn7pLuw,"['taste', 'chargrilled']"
202,XHr5mXFgobOHoxbPJxmYdg,"['breakfast', 'fresh']"
203,OFBJtqWGSx6n6CchtVmoRw,"['lunch', 'great']"
204,TMdHhDI7jYQ9206dtvrBgA,"['food', 'mexican']"
205,YCCDMLcb7UW8G-o_HsWiiA,"['food', 'enough']"
206,FhjdZ2DtjVgCfK47bYO6sw,"['lunch', 'good']"
207,8cL7aJVKTYmLguzXEAS3Lw,"['dish', 'garlic']"
208,g-eZgnBDvSDguF8cUxKCkA,"['dinner', 'great']"
209,9BH18avE46LlHMvJn67MaA,"['lunch', 'nice']"
210,e8FMAuTswDueAlLsNyLhcA,"['breakfast', 'early']"
211,TuuENwzxOFdDLY_oKCbFZw,"['food', 'good']"
212,6imLt53br7SJ3av07jjH7w,"['drinks', 'orded']"
213,hWhVP-28LYP3llaMlAJ_JA,"['food', 'Mexican']"
214,IRxBQfA7FdHhzrPjtBxuuw,"['meal', 'no-frills']"
215,0ONypOKIhttBz9IJzBE8jg,"['dinner', 'pre']"
216,P1R-DyUyBeWCvPKrRkglsQ,"['breakfast', 'good']"
217,iELA6eREUgDVQrtLgYmS6Q,"['price', 'Good']"
218,AkOruz5CrCxUmXe1p_WoRg,"['lunch', 'late']"
219,pF7uRzygyZsltbmVpjIyvw,"['service', 'great']"
220,IVc23uY-36WUNYoIbz42Fg,"['lunch', 'excellent']"
221,mHZXq1c6j1b5bKXTxKJ-pA,"['drinks', '8-10pm']"
222,OllL0G9Kh_k1lx-2vrFDXQ,"['food', 'Mexican']"
223,_-9pMxBWtG_x8l4rHWBasg,"['lunch', 'quick']"
224,2e1jzfiHFGCRpV66gYNVbA,"['meal', 'satisfying']"
225,-gefwOTDqW9HWGDvWBPSMQ,"['drinks', 'strong']"
226,6nseTZb6WrGWcithRThfag,"['dish', 'previous']"
227,bO2rQLEntQLcg675LjEqaA,"['food', 'Great']"
228,soiGohHtWOltGeomkSxzEw,"['dish', 'green']"
229,Bm2PBs_AZEtx93zdtwqUJA,"['service', 'good']"
230,HMUvbAHRnbAczNrYy8e5MA,"['lunch', 'great']"
231,dzncF6n6MHJLXUo4_J6eig,"['food', 'great']"
232,vN4mFODLd-gLmDg261wsyw,"['taste', 'strong']"
233,_CG5zJAoNN6gszjhSyUcww,"['food', 'Korean']"
234,ApUCpJ9aa6yVgsde16gYrg,"['food', 'good']"
235,F3wzildlt2jM4OAQ2Z0ZJw,"['food', 'preeminent']"
236,bxEd1ust_wI0Br-HLnEy0Q,"['service', 'horrible']"
237,3GAPcBG8SowgrpS6UHlDeQ,"['meal', 'full']"
238,kJFS_3WlP6TFdNUYt6V6FA,"['food', 'Japanese']"
239,cInzGnaFZ3EIItvFXl1MvQ,"['price', '$']"
240,1F-pelV0fTduYV_vCrvjLA,"['price', 'decent']"
241,fm4X0SV2Kofj-57ZfHiZ_A,"['dish', 'Bosnian']"
242,TnkxapUN4nWMz_z5h3qMYg,"['service', 'Friendly']"
243,uEJQSIjWui-TDWXaGlcqyQ,"['lunch', 'early']"
244,lktu5JPDlQUG-7cV7gOzDQ,"['drinks', 'Fantastic']"
245,rrWhi2TL0smrbihvavZxcg,"['dinner', 'most']"
246,1_43FZHx3P5D7X-CpIR9WA,"['food', 'fast']"
247,LYyGQgL60VKdV-p_9OxmWQ,"['food', 'Indian']"
248,4FS5otEktCyI1aDpg_h03g,"['lunch', 'special']"
249,GpK9MeUjEd7rwhejG2ykww,"['breakfast', 'greasy']"
250,FyyNwrfVbCG3BsYEM5csQA,"['food', 'amazing']"
251,SS073W0tN3nvG36Qy6n0qg,"['food', 'average']"
252,5o5MLNPmAeakGgdqeGyMvw,"['drinks', 'refilling']"
253,RtApx92iFX4n-e1VlQlkmQ,"['dish', 'great']"
254,55seKyxRWUmHC1s52xk45g,"['lunch', 'filling']"
255,bcBMAa0UQpNLFvvdZ4dxtQ,"['drinks', 'cheap']"
256,z2YTaHtGod3i3BBbKiMNwQ,"['drinks', 'other']"
257,81a6sTDzNzsRsoUETeoBRA,"['atmosphere', 'enough']"
258,3l72FflaaeI0tWEAWN3-gQ,"['food', 'Good']"
259,OjNTZTZ6HYQghJN-3jmwnA,"['food', 'awful']"
260,SDwYQ6eSu1htn8vHWv128g,"['food', 'Excellent']"
261,SoMmHSD_g9xQv68GV22RZw,"['food', 'good']"
262,uKSX1n1RoAzGq4bV8GPHVg,"['dinner', 'lovely']"
263,E7nk0lC317pGxMX56gvaVQ,"['atmosphere', 'nice']"
264,5ambRqdTJt9vGwFzVI9HBw,"['atmosphere', 'good']"
265,rDvz5jX65gpfONFu7er9Tw,"['food', 'Mexican']"
266,K4Oo7A5Kp5eSgBV7MgOu8Q,"['drinks', 'blended']"
267,WS1z1OAR0tRl4FsjdTGUFQ,"['lunch', 'Great']"
268,9U7_UWXXJZOW14L0kAdCNA,"['drinks', 'overpriced']"
269,ObYf1kZVWfL8NocxUwGJKg,"['drinks', 'few']"
270,V6BYjHM9SnXscfkln3hCdA,"['dinner', 'quick']"
271,GIGI8bJfN6HyPzmEW-QqjA,"['lunch', 'good']"
272,-4A5xmN21zi_TXnUESauUQ,"['breakfast', 'Great']"
273,QKGZajo_Xm6AW3lHkU9Mmg,"['dinner', 'special']"
274,k8JnZBspVOI8kLcQek-Chw,"['order', 'screwed']"
275,GRFunGSUZxXqNCZJrN8Oow,"['food', 'decent']"
276,tpIU_ZvIfCfCp36IgghlHQ,"['lunch', 'healthy']"
277,BINYfrtGp3A4w0d5E7kbYw,"['food', 'good']"
278,zmFc8M-hS4uuyY0hklIpoQ,"['drinks', 'few']"
279,90AXjqb4O-wrTHDKDoDUzg,"['food', 'packaged']"
280,-hQ8iZygzi0iiTFUkHgiEA,"['quality', 'high']"
281,KoIRdcIfh3XWxiCeV1BDmA,"['drinks', 'great']"
282,H91jZ9BiQZZ4_7OlEd6eQg,"['dinner', 'casual']"
283,cqIHyZ3Q0D4vBi-vb4mi-g,"['drinks', 'cheap']"
284,-AAig9FG0s8gYE4f8GfowQ,"['quality', 'better']"
285,V9i9LnTg9H2XvzqCVBSOXg,"['dinner', 'romantic']"
286,fP-BPL6iRu2tbcvlnjRshw,"['drinks', 'Good']"
287,DDnmNTvIIQu2t3WZ2EQx-w,"['dinner', 'bad']"
288,o4DsvwwD2kIbF-EM4r9G8A,"['drinks', 'pre-debauchery']"
289,F-ZOeAK1v7e5Rt2Mv5rVMw,"['lunch', 'actual']"
290,P5a2hK5G64J7DcNwLAPhuA,"['food', 'awful']"
291,MLVKDbuI2xaOJQ4-NZj2MQ,"['dinner', 'next']"
292,R2IWbpUgJQ3NRRjKQy6O_Q,"['food', 'fast']"
293,V5QdxePG-pGPXVPHSLLM9A,"['lunch', 'tasty']"
294,DxUn-ukNL27GOuwjnFGFKA,"['drinks', 'served']"
295,d_8bMNQd0mesbEUeq1U2kQ,"['food', 'sub-standard']"
296,nfyqtEoufkhjv97IueK7Ow,"['dish', 'right']"
297,nXKwzVKJCtIGd4HxXgjdnQ,"['meal', 'disappointing']"
298,Agz-gMJfjCsK5tdKC6FBYQ,"['food', 'decent']"
299,LzNJLEIo4gh-X_rmDkNkNg,"['dinner', 'good']"
300,jQST5lkLGX9L52-A10TGTQ,"['food', 'genuine']"
301,WJ5mq4EiWYAA4Vif0xDfdg,"['dish', 'candy']"
302,JGpl_nv5hHKGEOdphj-9-g,"['food', 'Spanish']"
303,R8VwdLyvsp9iybNqRvm94g,"['food', 'good']"
304,6VRbbNQe5ouWmwsMebUMkg,"['food', 'indian']"
305,ItMihRR-t810HgctGofF3g,"['food', 'healthy']"
306,cof7qW-PD0M7Jykclg48oQ,"['food', 'better']"
307,FGTbFEyNmsPoDoD93T8iSg,"['taste', 'good']"
308,W0eocyGliMbg8NScqERaiA,"['food', 'bad']"
309,EWMwV5V9BxNs_U6nNVMeqw,"['lunch', 'great']"
310,KGX7O-_WqOIy9o7u9NOa9A,"['food', 'authentic']"
311,luCSjoNQ9q_0QIjKKOy2pQ,"['drinks', 'mixed']"
312,GlfwqH2dY3MKxrRirKeueg,"['dinner', '$']"
313,NAkRjPhS4yCD5trp0dY-bQ,"['dinner', 'enjoyable']"
314,qBc36uFI7orWS8NpYZCv_w,"['food', 'Great']"
315,UUssRgBCO_riWg3chbv9Zg,"['lunch', 'dollar']"
316,byhwHi0lhYdyY5kSpuqoaQ,"['dinner', 'rehersal']"
317,R3sbDS0YcJDedSmUjwE48Q,"['price', 'good']"
318,ujLZmyy11g1JHCQTxRA3Dw,"['dish', 'basic']"
319,zruUQvFySeXyEd7_rQixBg,"['meal', 'cheapest']"
320,1_WD7kvNQAbscw1c7CFH3A,"['food', 'good']"
321,3Df6ICj0rHROVH4xUlb7Yw,"['food', 'warm']"
322,xmjv8g356v8Qo55ICjG8rg,"['food', 'friendly']"
323,r3r_bAfa6pZKIhQB82FizQ,"['dinner', 'entire']"
324,Y_Y91oeUrIwYa18F8ey5NQ,"['food', 'total']"
325,29hR24tcAM3JZaXfA5xCxQ,"['drinks', 'ordered']"
326,l1kqHWtICTNk8TdCNisf5A,"['dish', 'available']"
327,X5QTGpPfqXFtmtizsGAksw,"['dinner', 'relaxed']"
328,M0Ulu3PzwBumgOZJL-6KnQ,"['food', 'exceptional']"
329,9Vu9KhK2-kBSM-FXvxXGNg,"['dish', 'favorite']"
330,QHyqYUZ0WdxHYPAenIuLjw,"['dish', 'deep']"
331,18TUn9oiW0k0yB6lheiOvw,"['food', 'much']"
332,d52zg-S0o940WUCK-nNiKw,"['food', 'Mexican']"
333,vwZ15OkVO6PemAe87k0M-Q,"['dinner', 'romantic']"
334,7WGBi29_vj_7RcPVxpLNHA,"['breakfast', 'Simple']"
335,OE5nAmaSVaopeRS1Cs9Kuw,"['drinks', 'well-made']"
336,PZv6SPORD9ivj4jwKvGgjQ,"['service', 'great']"
337,-3WVw1TNQbPBzaKCaQQ1AQ,"['dish', 'wide-rice']"
338,t_0576Esa58pcLHCEpj31A,"['dinner', 'casual']"
339,HIiVx2mseVWKtx8TKfWC_A,"['meal', 'full']"
340,XWvht_1ZLdK7EHJ3jo4q0g,"['dinner', 'romantic']"
341,NH67MdKaFGNcP-dlu56pyw,"['dinner', 'Impressive']"
342,IMGW6y8wHQCfr_6k-YXg_A,"['lunch', 'easy']"
343,ojjtPlnSmCX1zCzWL7JoNQ,"['lunch', 'later']"
344,Zx8_4zKdDBSO3qGrkukBIA,"['dinner', 'sized']"
345,ss5gVggeSmAgMUeL65UvYw,"['atmosphere', 'chic']"
346,TsmBNiwMMeb8aRrZs00JBA,"['food', 'good']"
347,Ih1TGSZyu2Q8htn2JA4tIA,"['food', 'German']"
348,xY1sPHTA2RGVFlh5tZhs9g,"['drinks', 'creative']"
349,XeoeF0twXRV4mUZJgIjc8A,"['food', 'inspired']"
350,CMTDZRDnv_O0rwAvRVbjvg,"['lunch', 'Cheapest']"
351,UIGFrEcoDsw05I1UOrxdOA,"['food', 'Vietnamese']"
352,jJhNOhuGpIsJX5SEUFFWYQ,"['food', 'decapitated']"
353,YxLiLBNTm4cOg7OlKKLmVw,"['taste', 'better']"
354,F8q_9PUl-Lwjj9xIRPArcg,"['drinks', 'bottled']"
355,XWpkTxBLgRXxl7g2Hw62Qg,"['taste', 'first']"
356,hzHyNCc3WijMVOzPcCuRJg,"['dinner', 'inexpensive']"
357,IP_1LeKBGA5HYzNQrGqJGQ,"['quality', 'great']"
358,mhQCxOiqp03qnhGRTtPduw,"['food', 'Vietnamese']"
359,tZXPhvufHhfejGrRp554Lg,"['lunch', 'scrumptious']"
360,tqDwpyCB53TiEIv915Tuww,"['dish', 'national']"
361,R1ySBCVS2eQf-s0Z4ifIug,"['food', 'bad']"
362,cN6aBxe2mQvrQlzk26LyRQ,"['dinner', 'early']"
363,1zDCfNgtfyh-Uw8j3JxhHA,"['food', 'Mexican']"
364,gUt-pPUpOVVhaCFC8-E4yQ,"['dish', 'favorite']"
365,4eFIVmbeCvJGCrhzmd-VYA,"['breakfast', 'best']"
366,IuAPYzf3NSyfyXYgT46YVA,"['food', 'ultimate']"
367,_FXql6eVhbM923RdCi94SA,"['drinks', 'great']"
368,duHUQFn7K-Ybs1rPI4AOEQ,"['food', 'other']"
369,oIkwj10HmUiognO68j7jOg,"['drinks', 'few']"
370,z3yFuLVrmH-3RJruPEMYKw,"['food', 'good']"
371,CFaRVxsnN4Zjf28cbORKIA,"['food', 'mexican']"
372,H7KzlC0-o1wIhlGg-Me5Ag,"['lunch', 'better']"
373,7cP7WFmWiTVh-raIL3N_Vw,"['food', 'good']"
374,d3MxUXS1b6U2P_gGuCO1-A,"['food', 'spicy']"
375,-fsCfTYEnJ4s6yStgBnQig,"['drinks', 'ordered']"
376,Zh_y9AmSfWZpR2JB9wye-A,"['food', 'healthy']"
377,eHC_xNrT1SkJyC2oncJlhw,"['food', 'mediocre']"
378,ut-kla-EA23nJOij_dcL0Q,"['meal', 'second']"
379,UL3OMN_c-NXHlyb97pDifA,"['meal', 'actual']"
380,AqbgC7Gul5Es1rRzGNLDFA,"['food', 'red']"
